"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9349","Test with correct credentials","KoiControl AI-Guided Website Testing","Thu Oct 24 15:03:26 ICT 2024","broken","Thu Oct 24 15:03:36 ICT 2024","","","",""
